age,balance,day,duration,campaign,pdays,previous,y
25.3814147,1511.886269,16.07489598,63.39209726,0.6038882835,-0.6038882835,-1.48E-16,no
27.91955617,4051.719834,9.306518724,176.5349544,0.6038882835,204.7181281,3.010291595,no
29.61165049,1142.163662,13.53675451,148.449848,0.6038882835,199.2831336,0.7525728988,no
25.3814147,1248.765603,2.53814147,159.6838906,2.415553134,-0.6038882835,-1.48E-16,no
49.91678225,-1.33E-14,4.230235784,181.3495441,0.6038882835,-0.6038882835,-1.48E-16,no
29.61165049,631.9972261,19.4590846,113.1428571,1.207776567,106.2843379,2.257718696,no
30.45769764,259.7364771,11.84466019,273.6291793,0.6038882835,199.2831336,1.505145798,no
32.99583911,124.368932,5.07628294,121.1671733,1.207776567,-0.6038882835,-1.48E-16,no
34.68793343,186.9764216,11.84466019,45.73860182,1.207776567,-0.6038882835,-1.48E-16,no
36.38002774,-74.45214979,14.38280166,251.1610942,0.6038882835,88.77157768,1.505145798,no
32.99583911,7930.846047,16.92094313,219.0638298,0.6038882835,-0.6038882835,-1.48E-16,no
36.38002774,223.3564494,14.38280166,90.67477204,1.207776567,-0.6038882835,-1.48E-16,no
30.45769764,938.2662968,10.99861304,263.1975684,1.207776567,-0.6038882835,-1.48E-16,no
16.92094313,424.7156727,25.3814147,209.4346505,0.6038882835,-0.6038882835,-1.48E-16,yes
26.22746186,304.5769764,24.53536755,71.41641337,0.6038882835,145.5370763,0.7525728988,no
33.84188627,164.1331484,24.53536755,151.6595745,1.207776567,-0.6038882835,-1.48E-16,no
47.37864078,3445.950069,22.84327323,191.781155,3.019441418,-0.6038882835,-1.48E-16,no
31.3037448,1960.291262,16.92094313,91.47720365,0.6038882835,91.7910191,1.505145798,no
21.15117892,-186.9764216,19.4590846,200.6079027,0.6038882835,-0.6038882835,-1.48E-16,no
26.22746186,111.6782247,5.922330097,118.7598784,0.6038882835,91.7910191,0.7525728988,no
32.14979196,-1.16E-14,15.22884882,77.03343465,1.207776567,-0.6038882835,-1.48E-16,no
35.53398058,13.53675451,16.07489598,112.3404255,1.811664851,-0.6038882835,-1.48E-16,no
37.2260749,89.68099861,10.15256588,87.46504559,1.207776567,-0.6038882835,-1.48E-16,no
37.2260749,78.68238558,5.922330097,100.3039514,1.207776567,-0.6038882835,-1.48E-16,no
21.99722607,459.4036061,25.3814147,135.6109422,1.811664851,-0.6038882835,-1.48E-16,no
34.68793343,4977.295423,16.92094313,146.0425532,1.207776567,-0.6038882835,-1.48E-16,no
46.53259362,530.4715673,4.230235784,198.2006079,0.6038882835,-0.6038882835,-1.48E-16,no
56.6851595,588.8488211,14.38280166,95.4893617,0.6038882835,63.40826977,1.505145798,no
47.37864078,663.3009709,25.3814147,119.56231,1.207776567,-0.6038882835,-1.48E-16,no
44.84049931,88.83495146,17.76699029,59.37993921,1.207776567,-0.6038882835,-1.48E-16,no
57.53120666,3544.09154,11.84466019,719.781155,1.207776567,-0.6038882835,-1.48E-16,yes
26.22746186,144.6740638,22.84327323,64.99696049,1.811664851,-0.6038882835,-1.48E-16,no
49.91678225,35.53398058,17.76699029,32.09726444,0.6038882835,-0.6038882835,-1.48E-16,no
27.07350902,2145.575589,21.99722607,768.7294833,3.623329701,-0.6038882835,-1.48E-16,yes
41.45631068,1044.868239,10.99861304,284.0607903,1.811664851,-0.6038882835,-1.48E-16,yes
35.53398058,1532.191401,11.84466019,120.3647416,0.6038882835,-0.6038882835,-1.48E-16,no
65.99167822,193.7447989,18.61303745,77.83586626,0.6038882835,-0.6038882835,-1.48E-16,yes
27.07350902,1767.39251,11.84466019,105.9209726,0.6038882835,-0.6038882835,-1.48E-16,yes
27.91955617,3329.195562,5.07628294,613.8601824,0.6038882835,206.529793,1.505145798,yes
19.4590846,307.1151179,25.3814147,12.83890578,10.8699891,-0.6038882835,-1.48E-16,no
32.14979196,10128.03051,14.38280166,488.6808511,1.207776567,60.99271664,2.257718696,no
30.45769764,467.8640777,9.306518724,85.05775076,1.207776567,-0.6038882835,-1.48E-16,no
43.99445215,945.0346741,10.99861304,292.887538,0.6038882835,-0.6038882835,-1.48E-16,no
27.07350902,335.0346741,10.99861304,164.4984802,1.811664851,-0.6038882835,-1.48E-16,no
27.07350902,1864.687933,17.76699029,8.82674772,2.415553134,-0.6038882835,-1.48E-16,no
28.76560333,737.7531207,5.922330097,84.25531915,1.207776567,-0.6038882835,-1.48E-16,no
46.53259362,122.6768377,1.692094313,47.34346505,1.811664851,3.019441418,1.505145798,no
21.99722607,-9.74E-15,17.76699029,341.0334347,0.6038882835,-0.6038882835,-1.48E-16,no
27.07350902,-718.2940361,3.384188627,163.6960486,0.6038882835,-0.6038882835,-1.48E-16,no
51.60887656,3916.352288,22.84327323,145.2401216,0.6038882835,55.55772209,0.7525728988,yes
38.07212205,714.0638003,4.230235784,816.8753799,1.811664851,-0.6038882835,-1.48E-16,yes
31.3037448,192.8987517,16.92094313,1396.231003,1.207776567,-0.6038882835,-1.48E-16,no
32.14979196,42.30235784,24.53536755,78.63829787,1.207776567,-0.6038882835,-1.48E-16,no
28.76560333,1302.066574,12.69070735,353.8723404,0.6038882835,33.81774388,0.7525728988,yes
44.84049931,1887.531207,11.84466019,218.2613982,1.811664851,-0.6038882835,-1.48E-16,no
40.61026352,2592.288488,12.69070735,127.5866261,1.207776567,-0.6038882835,-1.48E-16,no
48.22468793,69.37586685,3.384188627,112.3404255,0.6038882835,-0.6038882835,-1.48E-16,no
27.91955617,1823.231623,14.38280166,236.7173252,0.6038882835,-0.6038882835,-1.48E-16,no
30.45769764,85.45076283,21.99722607,251.9635258,0.6038882835,-0.6038882835,-1.48E-16,no
45.68654646,663.3009709,12.69070735,464.6079027,0.6038882835,-0.6038882835,-1.48E-16,no
34.68793343,-436.5603329,6.768377254,444.5471125,1.811664851,-0.6038882835,-1.48E-16,no
53.30097087,351.10957,5.922330097,259.1854103,0.6038882835,-0.6038882835,-1.48E-16,no
40.61026352,4980.679612,10.99861304,182.1519757,1.207776567,-0.6038882835,-1.48E-16,no
40.61026352,1146.393897,3.384188627,107.5258359,1.207776567,-0.6038882835,-1.48E-16,no
47.37864078,14275.35368,5.922330097,178.9422492,0.6038882835,-0.6038882835,-1.48E-16,no
43.14840499,171.7475728,6.768377254,107.5258359,0.6038882835,102.6610082,3.762864494,no
26.22746186,285.963939,23.68932039,124.3768997,0.6038882835,-0.6038882835,-1.48E-16,no
24.53536755,375.6449376,17.76699029,104.3161094,2.415553134,-0.6038882835,-1.48E-16,no
34.68793343,-9.95E-15,5.922330097,505.5319149,1.811664851,-0.6038882835,-1.48E-16,no
27.07350902,304.5769764,16.07489598,131.5987842,1.207776567,-0.6038882835,-1.48E-16,no
31.3037448,-1.10E-14,13.53675451,215.0516717,1.207776567,109.9076676,2.257718696,yes
35.53398058,1.692094313,4.230235784,304.9240122,0.6038882835,-0.6038882835,-1.48E-16,no
26.22746186,5286.102635,7.614424411,123.5744681,1.207776567,-0.6038882835,-1.48E-16,no
34.68793343,348.5714286,2.53814147,123.5744681,3.019441418,-0.6038882835,-1.48E-16,no
47.37864078,291.0402219,12.69070735,177.337386,0.6038882835,-0.6038882835,-1.48E-16,no
45.68654646,2725.963939,11.84466019,53.76291793,1.207776567,-0.6038882835,-1.48E-16,no
34.68793343,147.2122053,11.84466019,294.4924012,1.207776567,179.3548202,0.7525728988,no
33.84188627,500.0138696,11.84466019,69.81155015,3.623329701,-0.6038882835,-1.48E-16,no
42.30235784,328.2662968,4.230235784,562.5045593,0.6038882835,-0.6038882835,-1.48E-16,no
33.84188627,185.2843273,14.38280166,163.6960486,1.207776567,118.3621036,0.7525728988,no
22.84327323,381.5672677,13.53675451,523.1854103,0.6038882835,-0.6038882835,-1.48E-16,yes
50.7628294,4.230235784,21.99722607,50.55319149,1.207776567,-0.6038882835,-1.48E-16,no
23.68932039,149.7503467,5.07628294,120.3647416,0.6038882835,-0.6038882835,-1.48E-16,no
43.99445215,555.852982,5.922330097,319.3677812,1.207776567,277.7886104,1.505145798,yes
31.3037448,1112.552011,25.3814147,179.7446809,0.6038882835,-0.6038882835,-1.48E-16,yes
43.14840499,1240.305132,5.922330097,325.787234,1.207776567,-0.6038882835,-1.48E-16,no
34.68793343,743.6754508,5.922330097,48.14589666,2.415553134,-0.6038882835,-1.48E-16,no
29.61165049,247.8918169,25.3814147,418.0668693,1.207776567,-0.6038882835,-1.48E-16,no
32.14979196,358.7239945,14.38280166,223.8784195,0.6038882835,-0.6038882835,-1.48E-16,no
28.76560333,1549.112344,16.92094313,162.893617,1.207776567,-0.6038882835,-1.48E-16,no
32.99583911,93.9112344,15.22884882,161.2887538,1.207776567,-0.6038882835,-1.48E-16,no
28.76560333,384.9514563,16.92094313,298.5045593,1.811664851,-0.6038882835,-1.48E-16,no
22.84327323,-164.9791956,15.22884882,313.7507599,0.6038882835,-0.6038882835,-1.48E-16,yes
27.07350902,3059.306519,11.84466019,132.4012158,1.207776567,-0.6038882835,-1.48E-16,no
48.22468793,11923.34258,9.306518724,185.3617021,3.019441418,-0.6038882835,-1.48E-16,no
34.68793343,1325.755895,0.8460471567,233.5075988,1.207776567,-0.6038882835,-1.48E-16,no
34.68793343,4590.651872,11.84466019,119.56231,1.207776567,-0.6038882835,-1.48E-16,no
25.3814147,220.8183079,16.07489598,186.9665653,0.6038882835,82.73269484,15.05145798,no
30.45769764,2405.312067,10.15256588,379.550152,0.6038882835,109.9076676,0.7525728988,no
26.22746186,343.4951456,3.384188627,590.5896657,0.6038882835,-0.6038882835,-1.48E-16,yes
30.45769764,-8.70E-15,5.07628294,270.4194529,0.6038882835,-0.6038882835,-1.48E-16,no
32.14979196,417.1012483,9.306518724,443.7446809,0.6038882835,221.6270001,5.268010292,no
41.45631068,5072.898752,17.76699029,276.8389058,1.207776567,-0.6038882835,-1.48E-16,no
48.22468793,3195.520111,10.99861304,52.15805471,1.207776567,-0.6038882835,-1.48E-16,no
28.76560333,443.3287101,10.99861304,7.221884498,0.6038882835,-0.6038882835,-1.48E-16,no
27.07350902,485.631068,11.84466019,207.8297872,1.207776567,87.56380111,2.257718696,no
31.3037448,361.2621359,7.614424411,297.7021277,1.811664851,-0.6038882835,-1.48E-16,no
27.91955617,408.6407767,2.53814147,224.6808511,1.207776567,-0.6038882835,-1.48E-16,no
47.37864078,2868.945908,17.76699029,194.9908815,0.6038882835,-0.6038882835,-1.48E-16,yes
22.84327323,-1.04E-14,19.4590846,349.0577508,1.811664851,-0.6038882835,-1.48E-16,no
17.76699029,2104.965326,25.3814147,207.0273556,3.623329701,102.0571199,2.257718696,yes
49.07073509,1283.453537,24.53536755,5.617021277,3.019441418,-0.6038882835,-1.48E-16,no
27.07350902,183.592233,12.69070735,254.3708207,3.019441418,-0.6038882835,-1.48E-16,no
27.91955617,18.61303745,25.3814147,60.98480243,1.207776567,125.0048747,0.7525728988,no
21.15117892,280.0416089,21.99722607,136.4133739,2.415553134,-0.6038882835,-1.48E-16,yes
21.15117892,427.2538141,14.38280166,309.7386018,1.207776567,-0.6038882835,-1.48E-16,yes
25.3814147,1529.653259,15.22884882,66.60182371,1.207776567,-0.6038882835,-1.48E-16,no
18.61303745,3478.099861,16.07489598,52.15805471,0.6038882835,-0.6038882835,-1.48E-16,no
32.99583911,43.99445215,10.99861304,55.36778116,0.6038882835,-0.6038882835,-1.48E-16,no
38.91816921,21.15117892,14.38280166,452.5714286,1.207776567,-0.6038882835,-1.48E-16,no
26.22746186,1599.029126,17.76699029,471.8297872,0.6038882835,-0.6038882835,-1.48E-16,no
38.07212205,354.4937587,15.22884882,90.67477204,2.415553134,-0.6038882835,-1.48E-16,no
27.07350902,2278.404993,17.76699029,12.83890578,0.6038882835,-0.6038882835,-1.48E-16,no
30.45769764,-195.4368932,12.69070735,625.0942249,1.207776567,-0.6038882835,-1.48E-16,no
43.14840499,-46.53259362,9.306518724,225.4832827,1.207776567,160.6342834,4.515437393,no
28.76560333,390.8737864,17.76699029,1506.164134,1.811664851,-0.6038882835,-1.48E-16,yes
20.30513176,100.6796117,12.69070735,40.92401216,0.6038882835,-0.6038882835,-1.48E-16,no
38.07212205,495.7836338,23.68932039,25.67781155,1.811664851,-0.6038882835,-1.48E-16,no
27.07350902,192.8987517,4.230235784,141.2279635,0.6038882835,173.9198257,2.257718696,no
65.14563107,3941.733703,11.84466019,129.1914894,0.6038882835,-0.6038882835,-1.48E-16,yes
34.68793343,142.1359223,15.22884882,150.0547112,1.811664851,-0.6038882835,-1.48E-16,no
31.3037448,-1.31E-14,21.99722607,19.25835866,0.6038882835,-0.6038882835,-1.48E-16,no
36.38002774,-604.9237171,25.3814147,53.76291793,1.811664851,-0.6038882835,-1.48E-16,no
40.61026352,-1.16E-14,6.768377254,68.20668693,0.6038882835,101.4532316,1.505145798,no
22.84327323,650.6102635,7.614424411,254.3708207,1.207776567,-0.6038882835,-1.48E-16,no
27.91955617,-1.26E-14,23.68932039,189.3738602,6.038882835,-0.6038882835,-1.48E-16,no
24.53536755,362.1081831,5.922330097,43.33130699,0.6038882835,208.3414578,1.505145798,no
28.76560333,-8.08E-15,4.230235784,56.97264438,0.6038882835,-0.6038882835,-1.48E-16,no
43.99445215,-820.665742,3.384188627,392.3890578,0.6038882835,-0.6038882835,-1.48E-16,yes
50.7628294,5341.0957,16.07489598,31.29483283,1.207776567,-0.6038882835,-1.48E-16,no
27.07350902,802.0527046,10.15256588,163.6960486,1.207776567,-0.6038882835,-1.48E-16,no
27.07350902,-1.12E-14,18.61303745,365.106383,1.207776567,-0.6038882835,-1.48E-16,no
47.37864078,1588.030513,25.3814147,69.00911854,0.6038882835,-0.6038882835,-1.48E-16,no
26.22746186,739.445215,15.22884882,152.4620061,1.207776567,-0.6038882835,-1.48E-16,no
35.53398058,273.2732316,6.768377254,224.6808511,1.207776567,-0.6038882835,-1.48E-16,no
29.61165049,89.68099861,9.306518724,471.8297872,1.207776567,-0.6038882835,-1.48E-16,no
47.37864078,1612.565881,16.07489598,36.10942249,5.434994552,-0.6038882835,-1.48E-16,no
40.61026352,974.6463245,17.76699029,134.8085106,3.019441418,-0.6038882835,-1.48E-16,no
38.91816921,151.4424411,24.53536755,155.6717325,2.415553134,263.2952916,0.7525728988,no
31.3037448,330.8044383,6.768377254,82.65045593,1.811664851,-0.6038882835,-1.48E-16,no
34.68793343,75.29819695,5.07628294,267.2097264,1.207776567,-0.6038882835,-1.48E-16,no
30.45769764,373.9528433,24.53536755,81.84802432,1.811664851,-0.6038882835,-1.48E-16,no
38.07212205,-210.665742,0.8460471567,73.82370821,0.6038882835,-0.6038882835,-1.48E-16,no
46.53259362,6856.366158,5.07628294,170.9179331,1.207776567,-0.6038882835,-1.48E-16,no
32.99583911,423.8696255,21.99722607,231.9027356,0.6038882835,-0.6038882835,-1.48E-16,no
29.61165049,260.5825243,18.61303745,61.78723404,1.207776567,-0.6038882835,-1.48E-16,no
46.53259362,509.3203883,0.8460471567,259.9878419,1.811664851,54.34994552,1.505145798,yes
46.53259362,230.9708738,24.53536755,67.40425532,1.811664851,110.5115559,2.257718696,no
22.84327323,42.30235784,24.53536755,134.8085106,0.6038882835,-0.6038882835,-1.48E-16,no
28.76560333,1388.363384,14.38280166,304.9240122,0.6038882835,-0.6038882835,-1.48E-16,no
28.76560333,16.92094313,3.384188627,8.024316109,0.6038882835,-0.6038882835,-1.48E-16,no
21.15117892,3883.356449,23.68932039,159.6838906,1.207776567,-0.6038882835,-1.48E-16,no
34.68793343,-216.5880721,7.614424411,28.08510638,1.811664851,-0.6038882835,-1.48E-16,no
36.38002774,827.4341193,21.99722607,65.7993921,1.207776567,-0.6038882835,-1.48E-16,no
23.68932039,67.68377254,16.92094313,542.443769,1.207776567,88.1676894,1.505145798,yes
26.22746186,1780.083218,2.53814147,365.106383,0.6038882835,-0.6038882835,-1.48E-16,no
65.99167822,422.1775312,13.53675451,64.19452888,2.415553134,-0.6038882835,-1.48E-16,no
38.07212205,1073.633842,24.53536755,440.5349544,1.207776567,-0.6038882835,-1.48E-16,no
40.61026352,262.2746186,5.07628294,108.3282675,0.6038882835,-0.6038882835,-1.48E-16,no
27.07350902,967.0319001,8.460471567,330.6018237,0.6038882835,-0.6038882835,-1.48E-16,no
35.53398058,2521.220527,16.92094313,81.04559271,1.811664851,-0.6038882835,-1.48E-16,no
31.3037448,31.3037448,23.68932039,203.0151976,1.207776567,-0.6038882835,-1.48E-16,no
33.84188627,390.8737864,5.07628294,218.2613982,0.6038882835,202.302575,3.010291595,no
27.07350902,872.2746186,14.38280166,67.40425532,0.6038882835,-0.6038882835,-1.48E-16,no
35.53398058,7622.038835,16.92094313,108.3282675,1.207776567,-0.6038882835,-1.48E-16,no
36.38002774,-393.4119279,19.4590846,133.2036474,0.6038882835,-0.6038882835,-1.48E-16,no
37.2260749,4383.370319,26.22746186,14.443769,4.227217985,-0.6038882835,-1.48E-16,no
